Date,LoggerID,TempInSitu,AbsPressure_kPA,Depth_m
10/25/2023 9:10,2081872,28.258,101.726,-0.065
10/25/2023 9:11,2081872,28.853,101.709,-0.065
10/25/2023 9:12,2081872,29.152,101.749,-0.06
10/25/2023 9:13,2081872,29.652,101.745,-0.059
10/25/2023 9:14,2081872,29.552,101.743,-0.06
10/25/2023 9:15,2081872,29.252,101.767,-0.058
10/25/2023 9:16,2081872,29.053,101.762,-0.059
10/25/2023 9:17,2081872,28.853,101.757,-0.06
10/25/2023 9:18,2081872,28.754,101.755,-0.061
10/25/2023 9:19,2081872,28.555,101.733,-0.064
10/25/2023 9:20,2081872,28.456,101.747,-0.063
10/25/2023 9:21,2081872,28.357,101.728,-0.065
10/25/2023 9:22,2081872,28.258,101.742,-0.064
10/25/2023 9:23,2081872,28.06,101.737,-0.065
10/25/2023 9:24,2081872,28.159,102.368,0
10/25/2023 9:25,2081872,27.468,104.109,0.176
10/25/2023 9:26,2081872,27.075,101.744,-0.067
10/25/2023 9:27,2081872,26.879,101.739,-0.068
10/25/2023 9:28,2081872,26.879,102.997,0.061
10/25/2023 9:29,2081872,26.781,101.737,-0.069
10/25/2023 9:30,2081872,26.585,101.732,-0.07
10/25/2023 9:31,2081872,26.488,101.73,-0.07
10/25/2023 9:32,2081872,26.39,101.743,-0.069
10/25/2023 9:33,2081872,26.292,101.725,-0.071
10/25/2023 9:34,2081872,26.292,101.741,-0.07
10/25/2023 9:35,2081872,26.195,101.738,-0.07
10/25/2023 9:36,2081872,26.195,101.738,-0.07
10/25/2023 9:37,2081872,26.195,101.738,-0.07
10/25/2023 9:38,2081872,26.097,101.752,-0.069
10/25/2023 9:39,2081872,26.097,101.736,-0.071
10/25/2023 9:40,2081872,26,101.75,-0.07
10/25/2023 9:41,2081872,26,101.733,-0.071
10/25/2023 9:42,2081872,25.902,101.731,-0.072
10/25/2023 9:43,2081872,25.805,101.745,-0.071
10/25/2023 9:44,2081872,25.708,101.726,-0.073
10/25/2023 9:45,2081872,25.708,101.726,-0.073
10/25/2023 9:46,2081872,25.708,101.726,-0.073
10/25/2023 9:47,2081872,25.61,101.724,-0.073
10/25/2023 9:48,2081872,25.61,101.724,-0.073
10/25/2023 9:49,2081872,25.805,101.729,-0.072
10/25/2023 9:50,2081872,25.708,101.71,-0.075
10/25/2023 9:51,2081872,25.708,101.726,-0.073
10/25/2023 9:52,2081872,25.61,101.724,-0.073
10/25/2023 9:53,2081872,25.513,101.721,-0.074
10/25/2023 9:54,2081872,25.61,101.724,-0.073
10/25/2023 9:55,2081872,25.61,101.708,-0.075
10/25/2023 9:56,2081872,25.61,101.708,-0.075
10/25/2023 9:57,2081872,25.61,101.708,-0.075
10/25/2023 9:58,2081872,25.61,101.708,-0.075
10/25/2023 9:59,2081872,25.61,101.708,-0.075
10/25/2023 10:00,2081872,25.61,101.692,-0.077
10/25/2023 10:01,2081872,25.61,101.724,-0.073
10/25/2023 10:02,2081872,25.61,101.708,-0.075
10/25/2023 10:03,2081872,25.61,101.708,-0.075
10/25/2023 10:04,2081872,25.61,101.692,-0.077
10/25/2023 10:05,2081872,25.61,101.692,-0.077
10/25/2023 10:06,2081872,25.61,101.692,-0.077
10/25/2023 10:07,2081872,26.488,101.665,-0.077
10/25/2023 10:08,2081872,26.488,101.681,-0.075
10/25/2023 10:09,2081872,26.195,101.69,-0.075
10/25/2023 10:10,2081872,26,101.685,-0.076
10/25/2023 10:11,2081872,25.902,101.683,-0.077
10/25/2023 10:12,2081872,25.805,101.68,-0.077
10/25/2023 10:13,2081872,25.805,101.68,-0.077
10/25/2023 10:14,2081872,25.708,101.678,-0.078
10/25/2023 10:15,2081872,25.708,101.678,-0.078
10/25/2023 10:16,2081872,25.61,101.692,-0.077
10/25/2023 10:17,2081872,25.513,101.689,-0.077
10/25/2023 10:18,2081872,25.513,101.673,-0.079
10/25/2023 10:19,2081872,25.513,101.673,-0.079
10/25/2023 10:20,2081872,26.879,101.643,-0.078
10/25/2023 10:21,2081872,27.173,101.666,-0.075
10/25/2023 10:22,2081872,27.075,101.664,-0.075
10/25/2023 10:23,2081872,26.879,101.675,-0.075
10/25/2023 10:24,2081872,26.781,101.705,-0.072
10/25/2023 10:25,2081872,26.683,101.686,-0.074
10/25/2023 10:26,2081872,26.683,101.686,-0.074
10/25/2023 10:27,2081872,26.683,101.686,-0.074
10/25/2023 10:28,2081872,26.585,101.684,-0.075
10/25/2023 10:29,2081872,27.075,101.696,-0.072
10/25/2023 10:30,2081872,27.468,101.69,-0.072
10/25/2023 10:31,2081872,27.862,101.716,-0.068
10/25/2023 10:32,2081872,27.862,101.684,-0.071
10/25/2023 10:33,2081872,27.764,101.681,-0.072
10/25/2023 10:34,2081872,27.665,101.679,-0.072
10/25/2023 10:35,2081872,27.567,101.676,-0.073
10/25/2023 10:36,2081872,27.468,101.674,-0.073
10/25/2023 10:37,2081872,27.468,101.658,-0.075
10/25/2023 10:38,2081872,27.37,101.671,-0.074
10/25/2023 10:39,2081872,27.37,101.671,-0.074
10/25/2023 10:40,2081872,27.272,101.653,-0.076
10/25/2023 10:41,2081872,27.272,101.669,-0.074
10/25/2023 10:42,2081872,27.173,101.666,-0.075
10/25/2023 10:43,2081872,27.173,101.65,-0.077
10/25/2023 10:44,2081872,27.173,101.65,-0.077
10/25/2023 10:45,2081872,27.075,101.648,-0.077
10/25/2023 10:46,2081872,27.075,101.648,-0.077
10/25/2023 10:47,2081872,27.075,101.648,-0.077
10/25/2023 10:48,2081872,27.272,101.637,-0.078
10/25/2023 10:49,2081872,27.567,101.644,-0.076
10/25/2023 10:50,2081872,27.567,101.644,-0.076
10/25/2023 10:51,2081872,27.468,101.658,-0.075
10/25/2023 10:52,2081872,27.468,101.658,-0.075
10/25/2023 10:53,2081872,27.468,101.642,-0.076
10/25/2023 10:54,2081872,27.468,101.658,-0.075
10/25/2023 10:55,2081872,27.37,101.639,-0.077
10/25/2023 10:56,2081872,27.468,101.642,-0.076
10/25/2023 10:57,2081872,27.567,101.628,-0.078
10/25/2023 10:58,2081872,27.567,101.628,-0.078
10/25/2023 10:59,2081872,27.468,101.625,-0.078
10/25/2023 11:00,2081872,27.468,101.625,-0.078
10/25/2023 11:01,2081872,27.468,101.625,-0.078
10/25/2023 11:02,2081872,27.468,101.625,-0.078
10/25/2023 11:03,2081872,27.468,101.625,-0.078
10/25/2023 11:04,2081872,27.37,101.623,-0.079
10/25/2023 11:05,2081872,27.37,101.623,-0.079
10/25/2023 11:06,2081872,27.37,101.639,-0.077
10/25/2023 11:07,2081872,27.37,101.623,-0.079
10/25/2023 11:08,2081872,27.37,101.623,-0.079
10/25/2023 11:09,2081872,27.37,101.639,-0.077
10/25/2023 11:10,2081872,27.272,101.62,-0.079
10/25/2023 11:11,2081872,27.272,101.637,-0.078
10/25/2023 11:12,2081872,27.272,101.62,-0.079
10/25/2023 11:13,2081872,27.272,101.637,-0.078
10/25/2023 11:14,2081872,27.173,101.618,-0.08
10/25/2023 11:15,2081872,27.173,101.634,-0.078
10/25/2023 11:16,2081872,27.173,101.618,-0.08
10/25/2023 11:17,2081872,27.173,101.634,-0.078
10/25/2023 11:18,2081872,27.075,101.648,-0.077
10/25/2023 11:19,2081872,27.075,101.632,-0.079
10/25/2023 11:20,2081872,26.977,101.613,-0.081
10/25/2023 11:21,2081872,26.977,101.613,-0.081
10/25/2023 11:22,2081872,26.977,101.613,-0.081
10/25/2023 11:23,2081872,26.879,101.627,-0.08
10/25/2023 11:24,2081872,26.879,101.627,-0.08
10/25/2023 11:25,2081872,26.781,101.608,-0.082
10/25/2023 11:26,2081872,26.781,101.624,-0.08
10/25/2023 11:27,2081872,26.781,101.624,-0.08
10/25/2023 11:28,2081872,26.683,101.59,-0.084
10/25/2023 11:29,2081872,26.683,101.606,-0.082
10/25/2023 11:30,2081872,26.683,101.606,-0.082
10/25/2023 11:31,2081872,26.683,101.622,-0.081
10/25/2023 11:32,2081872,26.585,101.619,-0.081
10/25/2023 11:33,2081872,26.585,101.635,-0.08
10/25/2023 11:34,2081872,26.585,101.619,-0.081
10/25/2023 11:35,2081872,26.488,101.633,-0.08
10/25/2023 11:36,2081872,26.488,101.617,-0.082
10/25/2023 11:37,2081872,26.488,101.633,-0.08
10/25/2023 11:38,2081872,26.488,101.617,-0.082
10/25/2023 11:39,2081872,26.39,101.631,-0.081
10/25/2023 11:40,2081872,26.39,101.614,-0.082
10/25/2023 11:41,2081872,26.39,101.598,-0.084
10/25/2023 11:42,2081872,26.39,101.614,-0.082
10/25/2023 11:43,2081872,26.39,101.614,-0.082
10/25/2023 11:44,2081872,26.39,101.598,-0.084
10/25/2023 11:45,2081872,26.292,101.596,-0.085
10/25/2023 11:46,2081872,26.292,101.596,-0.085
10/25/2023 11:47,2081872,26.292,101.596,-0.085
10/25/2023 11:48,2081872,26.292,101.596,-0.085
10/25/2023 11:49,2081872,26.292,101.612,-0.083
10/25/2023 11:50,2081872,26.292,101.596,-0.085
10/25/2023 11:51,2081872,26.292,101.612,-0.083
10/25/2023 11:52,2081872,26.292,101.596,-0.085
10/25/2023 11:53,2081872,26.195,101.593,-0.085
10/25/2023 11:54,2081872,26.195,101.61,-0.083
10/25/2023 11:55,2081872,26.195,101.593,-0.085
10/25/2023 11:56,2081872,26.195,101.61,-0.083
10/25/2023 11:57,2081872,26.195,101.593,-0.085
10/25/2023 11:58,2081872,26.195,101.593,-0.085
10/25/2023 11:59,2081872,26.195,101.593,-0.085
10/25/2023 12:00,2081872,26.195,101.593,-0.085
10/25/2023 12:01,2081872,26.195,101.577,-0.087
10/25/2023 12:02,2081872,26.195,101.577,-0.087
10/25/2023 12:03,2081872,26.195,101.577,-0.087
10/25/2023 12:04,2081872,26.195,101.577,-0.087
10/25/2023 12:05,2081872,26.195,101.577,-0.087
10/25/2023 12:06,2081872,26.195,101.577,-0.087
10/25/2023 12:07,2081872,26.195,101.577,-0.087
10/25/2023 12:08,2081872,26.097,101.575,-0.087
10/25/2023 12:09,2081872,26.097,101.559,-0.089
10/25/2023 12:10,2081872,26.097,101.575,-0.087
10/25/2023 12:11,2081872,26,101.572,-0.088
10/25/2023 12:12,2081872,26,101.556,-0.09
10/25/2023 12:13,2081872,26,101.572,-0.088
10/25/2023 12:14,2081872,26,101.572,-0.088
10/25/2023 12:15,2081872,26,101.572,-0.088
10/25/2023 12:16,2081872,26,101.572,-0.088
10/25/2023 12:17,2081872,26,101.572,-0.088
10/25/2023 12:18,2081872,26,101.556,-0.09
10/25/2023 12:19,2081872,26,101.556,-0.09
10/25/2023 12:20,2081872,26,101.556,-0.09
10/25/2023 12:21,2081872,26,101.572,-0.088
10/25/2023 12:22,2081872,26,101.556,-0.09
10/25/2023 12:23,2081872,25.902,101.57,-0.088
10/25/2023 12:24,2081872,25.902,101.554,-0.09
10/25/2023 12:25,2081872,25.902,101.554,-0.09
10/25/2023 12:26,2081872,25.902,101.554,-0.09
10/25/2023 12:27,2081872,26,101.572,-0.088
10/25/2023 12:28,2081872,26,101.556,-0.09
10/25/2023 12:29,2081872,25.902,101.554,-0.09
10/25/2023 12:30,2081872,25.902,101.554,-0.09
10/25/2023 12:31,2081872,25.902,101.554,-0.09
10/25/2023 12:32,2081872,25.902,101.538,-0.092
10/25/2023 12:33,2081872,25.902,101.538,-0.092
10/25/2023 12:34,2081872,25.902,101.554,-0.09
10/25/2023 12:35,2081872,25.902,101.538,-0.092
10/25/2023 12:36,2081872,25.902,101.538,-0.092
10/25/2023 12:37,2081872,25.902,101.538,-0.092
10/25/2023 12:38,2081872,25.902,101.538,-0.092
10/25/2023 12:39,2081872,25.902,101.538,-0.092
10/25/2023 12:40,2081872,25.902,101.538,-0.092
