Date,LoggerID,TempInSitu,AbsPressure_kPa,Depth_m
10/24/2023 9:00,20810870,30.457,103.029,0.088
10/24/2023 9:01,20810870,30.255,103.058,0.09
10/24/2023 9:02,20810870,30.054,103.07,0.091
10/24/2023 9:03,20810870,29.853,103.046,0.088
10/24/2023 9:04,20810870,29.652,103.022,0.085
10/24/2023 9:05,20810870,29.452,102.98,0.08
10/24/2023 9:06,20810870,29.352,102.941,0.075
10/24/2023 9:07,20810870,29.252,102.902,0.071
10/24/2023 9:08,20810870,29.152,102.863,0.067
10/24/2023 9:09,20810870,29.053,102.806,0.061
10/24/2023 9:10,20810870,28.853,102.764,0.056
10/24/2023 9:11,20810870,28.754,102.708,0.05
10/24/2023 9:12,20810870,28.655,102.633,0.042
10/24/2023 9:13,20810870,28.555,102.558,0.034
10/24/2023 9:14,20810870,28.456,102.483,0.026
10/24/2023 9:15,20810870,28.357,102.408,0.018
10/24/2023 9:16,20810870,28.258,102.459,0.023
10/24/2023 9:17,20810870,28.159,102.438,0.02
10/24/2023 9:18,20810870,28.06,102.417,0.018
10/24/2023 9:19,20810870,28.06,102.399,0.016
10/24/2023 9:20,20810870,27.961,102.36,0.012
10/24/2023 9:21,20810870,27.961,102.324,0.008
10/24/2023 9:22,20810870,27.862,102.303,0.005
10/24/2023 9:23,20810870,27.862,102.268,0.002
10/24/2023 9:24,20810870,27.862,102.268,0.002
10/24/2023 9:25,20810870,27.764,102.229,-0.003
10/24/2023 9:26,20810870,27.764,102.229,-0.003
10/24/2023 9:27,20810870,27.764,102.211,-0.004
10/24/2023 9:28,20810870,27.764,102.175,-0.008
10/24/2023 9:29,20810870,27.764,102.175,-0.008
10/24/2023 9:30,20810870,27.764,102.175,-0.008
10/24/2023 9:31,20810870,27.764,102.139,-0.012
10/24/2023 9:32,20810870,28.258,102.208,-0.003
10/24/2023 9:33,20810870,28.655,102.201,-0.003
10/24/2023 9:34,20810870,28.853,102.189,-0.003
10/24/2023 9:35,20810870,28.953,102.156,-0.006
10/24/2023 9:36,20810870,29.053,102.159,-0.006
10/24/2023 9:37,20810870,29.053,102.142,-0.007
10/24/2023 9:38,20810870,29.053,102.142,-0.007
10/24/2023 9:39,20810870,29.053,102.124,-0.009
10/24/2023 9:40,20810870,29.053,102.106,-0.011
10/24/2023 9:41,20810870,29.053,102.106,-0.011
10/24/2023 9:42,20810870,29.053,102.07,-0.015
10/24/2023 9:43,20810870,29.053,102.088,-0.013
10/24/2023 9:44,20810870,29.152,102.073,-0.014
10/24/2023 9:45,20810870,29.152,102.073,-0.014
10/24/2023 9:46,20810870,29.152,102.073,-0.014
10/24/2023 9:47,20810870,29.152,102.073,-0.014
10/24/2023 9:48,20810870,29.252,102.058,-0.015
10/24/2023 9:49,20810870,29.252,102.076,-0.014
10/24/2023 9:50,20810870,29.252,102.058,-0.015
10/24/2023 9:51,20810870,29.352,102.043,-0.017
10/24/2023 9:52,20810870,29.352,102.043,-0.017
10/24/2023 9:53,20810870,29.352,102.061,-0.015
10/24/2023 9:54,20810870,29.352,102.043,-0.017
10/24/2023 9:55,20810870,29.252,102.022,-0.019
10/24/2023 9:56,20810870,29.252,102.022,-0.019
10/24/2023 9:57,20810870,29.152,102.001,-0.022
10/24/2023 9:58,20810870,29.152,102.019,-0.02
10/24/2023 9:59,20810870,29.152,102.001,-0.022
10/24/2023 10:00,20810870,29.152,102.001,-0.022
10/24/2023 10:01,20810870,29.152,102.001,-0.022
10/24/2023 10:02,20810870,29.053,101.998,-0.022
10/24/2023 10:03,20810870,29.053,101.998,-0.022
10/24/2023 10:04,20810870,29.053,101.98,-0.024
10/24/2023 10:05,20810870,29.152,101.983,-0.023
10/24/2023 10:06,20810870,29.152,101.983,-0.023
10/24/2023 10:07,20810870,29.152,101.983,-0.023
10/24/2023 10:08,20810870,29.152,101.983,-0.023
10/24/2023 10:09,20810870,29.152,102.001,-0.022
10/24/2023 10:10,20810870,29.152,102.001,-0.022
10/24/2023 10:11,20810870,29.252,101.986,-0.023
10/24/2023 10:12,20810870,29.252,101.986,-0.023
10/24/2023 10:13,20810870,29.252,101.986,-0.023
10/24/2023 10:14,20810870,29.252,101.986,-0.023
10/24/2023 10:15,20810870,29.252,101.986,-0.023
10/24/2023 10:16,20810870,29.252,101.968,-0.025
10/24/2023 10:17,20810870,29.252,101.968,-0.025
10/24/2023 10:18,20810870,29.252,101.95,-0.026
10/24/2023 10:19,20810870,29.252,101.95,-0.026
10/24/2023 10:20,20810870,29.252,101.968,-0.025
10/24/2023 10:21,20810870,29.252,101.95,-0.026
10/24/2023 10:22,20810870,29.452,101.956,-0.025
10/24/2023 10:23,20810870,29.652,101.962,-0.024
10/24/2023 10:24,20810870,29.752,101.983,-0.021
10/24/2023 10:25,20810870,29.853,101.968,-0.023
10/24/2023 10:26,20810870,30.154,101.995,-0.019
10/24/2023 10:27,20810870,30.356,101.983,-0.019
10/24/2023 10:28,20810870,30.356,101.983,-0.019
10/24/2023 10:29,20810870,30.356,101.983,-0.019
10/24/2023 10:30,20810870,30.356,102.001,-0.018
10/24/2023 10:31,20810870,30.659,102.046,-0.012
10/24/2023 10:32,20810870,31.166,102.061,-0.009
10/24/2023 10:33,20810870,31.676,102.112,-0.002
10/24/2023 10:34,20810870,31.983,102.175,0.006
10/24/2023 10:35,20810870,32.394,102.241,0.014
10/24/2023 10:36,20810870,32.704,102.305,0.021
10/24/2023 10:37,20810870,33.014,102.386,0.031
10/24/2023 10:38,20810870,33.118,102.479,0.041
10/24/2023 10:39,20810870,33.014,102.512,0.044
10/24/2023 10:40,20810870,32.911,102.617,0.054
10/24/2023 10:41,20810870,32.911,102.653,0.058
10/24/2023 10:42,20810870,32.911,102.671,0.06
10/24/2023 10:43,20810870,32.807,102.686,0.061
10/24/2023 10:44,20810870,32.807,102.686,0.061
10/24/2023 10:45,20810870,32.807,102.704,0.063
10/24/2023 10:46,20810870,32.704,102.682,0.06
10/24/2023 10:47,20810870,32.704,102.7,0.062
10/24/2023 10:48,20810870,32.704,102.718,0.064
10/24/2023 10:49,20810870,32.704,102.718,0.064
10/24/2023 10:50,20810870,32.6,102.733,0.065
10/24/2023 10:51,20810870,32.497,102.748,0.066
10/24/2023 10:52,20810870,32.394,102.763,0.067
10/24/2023 10:53,20810870,32.188,102.739,0.064
10/24/2023 10:54,20810870,32.291,102.76,0.067
10/24/2023 10:55,20810870,32.291,102.724,0.063
10/24/2023 10:56,20810870,32.188,102.703,0.06
10/24/2023 10:57,20810870,32.086,102.682,0.058
10/24/2023 10:58,20810870,31.983,102.643,0.054
10/24/2023 10:59,20810870,31.88,102.64,0.053
10/24/2023 11:00,20810870,31.676,102.598,0.048
10/24/2023 11:01,20810870,31.676,102.544,0.042
10/24/2023 11:02,20810870,31.574,102.541,0.042
10/24/2023 11:03,20810870,31.472,102.502,0.037
10/24/2023 11:04,20810870,31.37,102.481,0.035
10/24/2023 11:05,20810870,31.268,102.459,0.032
10/24/2023 11:06,20810870,31.166,102.42,0.028
10/24/2023 11:07,20810870,31.064,102.399,0.025
10/24/2023 11:08,20810870,30.963,102.378,0.023
10/24/2023 11:09,20810870,30.963,102.36,0.021
10/24/2023 11:10,20810870,30.963,102.342,0.019
10/24/2023 11:11,20810870,30.862,102.303,0.015
10/24/2023 11:12,20810870,30.862,102.303,0.015
10/24/2023 11:13,20810870,30.862,102.285,0.013
