Date,LoggerID,TempInSitu,AbsPressure_kPA,Depth_m
10/24/2023 9:00,20180876,30.457,101.611,-0.031
10/24/2023 9:01,20180876,30.255,101.623,-0.03
10/24/2023 9:02,20180876,30.054,101.618,-0.032
10/24/2023 9:03,20180876,29.953,101.598,-0.034
10/24/2023 9:04,20180876,29.853,101.63,-0.031
10/24/2023 9:05,20180876,29.752,101.627,-0.032
10/24/2023 9:06,20180876,29.652,101.625,-0.032
10/24/2023 9:07,20180876,29.552,101.639,-0.031
10/24/2023 9:08,20180876,29.452,101.62,-0.033
10/24/2023 9:09,20180876,29.352,101.634,-0.032
10/24/2023 9:10,20180876,29.252,101.632,-0.033
10/24/2023 9:11,20180876,29.252,101.614,-0.035
10/24/2023 9:12,20180876,29.152,101.577,-0.039
10/24/2023 9:13,20180876,29.053,101.575,-0.039
10/24/2023 9:14,20180876,29.053,101.523,-0.044
10/24/2023 9:15,20180876,28.953,101.486,-0.049
10/24/2023 9:16,20180876,28.853,101.587,-0.039
10/24/2023 9:17,20180876,28.853,101.621,-0.035
10/24/2023 9:18,20180876,28.754,101.619,-0.036
10/24/2023 9:19,20180876,28.754,101.619,-0.036
10/24/2023 9:20,20180876,28.655,101.633,-0.034
10/24/2023 9:21,20180876,28.655,101.633,-0.034
10/24/2023 9:22,20180876,28.555,101.631,-0.035
10/24/2023 9:23,20180876,28.555,101.648,-0.033
10/24/2023 9:24,20180876,28.555,101.648,-0.033
10/24/2023 9:25,20180876,28.456,101.645,-0.034
10/24/2023 9:26,20180876,28.456,101.645,-0.034
10/24/2023 9:27,20180876,28.456,101.628,-0.036
10/24/2023 9:28,20180876,28.456,101.628,-0.036
10/24/2023 9:29,20180876,28.456,101.628,-0.036
10/24/2023 9:30,20180876,28.357,101.626,-0.036
10/24/2023 9:31,20180876,28.456,101.628,-0.036
10/24/2023 9:32,20180876,28.655,101.616,-0.036
10/24/2023 9:33,20180876,29.053,101.626,-0.034
10/24/2023 9:34,20180876,29.152,101.629,-0.033
10/24/2023 9:35,20180876,29.252,101.614,-0.035
10/24/2023 9:36,20180876,29.252,101.632,-0.033
10/24/2023 9:37,20180876,29.352,101.617,-0.034
10/24/2023 9:38,20180876,29.452,101.62,-0.033
10/24/2023 9:39,20180876,29.652,101.625,-0.032
10/24/2023 9:40,20180876,29.552,101.622,-0.033
10/24/2023 9:41,20180876,29.552,101.622,-0.033
10/24/2023 9:42,20180876,29.652,101.625,-0.032
10/24/2023 9:43,20180876,29.752,101.627,-0.032
10/24/2023 9:44,20180876,29.752,101.61,-0.033
10/24/2023 9:45,20180876,29.652,101.625,-0.032
10/24/2023 9:46,20180876,29.552,101.639,-0.031
10/24/2023 9:47,20180876,29.452,101.637,-0.032
10/24/2023 9:48,20180876,29.452,101.637,-0.032
10/24/2023 9:49,20180876,29.352,101.634,-0.032
10/24/2023 9:50,20180876,29.352,101.634,-0.032
10/24/2023 9:51,20180876,29.252,101.632,-0.033
10/24/2023 9:52,20180876,29.252,101.649,-0.031
10/24/2023 9:53,20180876,29.252,101.632,-0.033
10/24/2023 9:54,20180876,29.252,101.632,-0.033
10/24/2023 9:55,20180876,29.252,101.632,-0.033
10/24/2023 9:56,20180876,29.252,101.632,-0.033
10/24/2023 9:57,20180876,29.352,101.651,-0.03
10/24/2023 9:58,20180876,29.452,101.637,-0.032
10/24/2023 9:59,20180876,29.552,101.639,-0.031
10/24/2023 10:00,20180876,29.652,101.642,-0.03
10/24/2023 10:01,20180876,29.752,101.645,-0.03
10/24/2023 10:02,20180876,29.853,101.647,-0.029
10/24/2023 10:03,20180876,30.154,101.638,-0.029
10/24/2023 10:04,20180876,30.154,101.638,-0.029
